	Chromosome	Position	67B_T1_vs_67_PBMC.tumour
17_81549326	17	81549326	-0.528928974378542
17_81550318	17	81550318	-0.734247882356048
17_81550540	17	81550540	-0.37012735140794
17_81551084	17	81551084	-0.336283896436146
17_81551178	17	81551178	-0.535702202973968
17_81552249	17	81552249	-0.64368067252702
17_81559353	17	81559353	-0.423907761743898
17_81559373	17	81559373	-0.43829885404952
17_81572047	17	81572047	-0.333213242476179
17_81589061	17	81589061	-0.468602263065717
17_81604725	17	81604725	-0.520123077003201
17_81622216	17	81622216	-0.886250975801098
17_81629785	17	81629785	-0.538327672380791
17_81645351	17	81645351	-0.730690062942859
17_81645356	17	81645356	-0.789389436548509
17_81645371	17	81645371	-0.534223274048055
17_81645388	17	81645388	-0.614105519267551
17_81645573	17	81645573	-0.400824148630857
17_81648195	17	81648195	-0.334212546416451
17_81653166	17	81653166	-0.0100341955986902
17_81663098	17	81663098	-0.486512612905137
17_81663170	17	81663170	-0.295363641122837
17_81663208	17	81663208	-0.157673167127611
17_81665581	17	81665581	-0.00781295568201162
17_81666743	17	81666743	-0.439763837897202
17_81666782	17	81666782	-0.371440341849762
17_81666868	17	81666868	-0.467244574319309
17_81667744	17	81667744	-0.0896224603365527
17_81681758	17	81681758	-0.526355030714716
17_81682655	17	81682655	-0.161358213935467
17_81693920	17	81693920	-0.492746638071896
17_81694844	17	81694844	-0.489829154689602
17_81694989	17	81694989	-0.979634422370418
17_81696901	17	81696901	-0.380732730691388
17_81701077	17	81701077	-0.566011231066506
17_81701522	17	81701522	-0.413880301456303
17_81704302	17	81704302	-0.509472809708607
17_81704684	17	81704684	-0.367002481534121
17_81715528	17	81715528	-0.786086813875666
17_81811293	17	81811293	-0.202026843706865
17_81811902	17	81811902	-0.231543063753971
17_81812962	17	81812962	-0.71394378590096
17_81813506	17	81813506	-0.450454916355457
17_81813568	17	81813568	-0.514411165923357
17_81813627	17	81813627	-0.248821055185807
17_81813637	17	81813637	-0.218447406142288
17_81823334	17	81823334	0.0426417589745046
17_81845225	17	81845225	-0.454290173485786
17_81859230	17	81859230	-1.07194329310173
17_81859252	17	81859252	-1.09681796174076
17_81860384	17	81860384	-0.499629158686341
17_81869528	17	81869528	-0.493933553022338
17_81889276	17	81889276	-0.660016488170256
17_81899345	17	81899345	-0.542552258242517
17_81899936	17	81899936	-0.293908944714345
17_81902304	17	81902304	-0.961539103105336
17_81902513	17	81902513	-0.489829154689602
17_81902657	17	81902657	-0.47388761082058
17_81904917	17	81904917	-0.882282073598153
17_81909572	17	81909572	-0.455271932653233
17_81910974	17	81910974	-0.505160808445592
17_81914105	17	81914105	-0.736759101512098
17_81914270	17	81914270	-0.587909701231352
17_81914309	17	81914309	-0.260995769131909
17_81932942	17	81932942	-0.755006442522846
17_81934710	17	81934710	-0.819136779942562
17_81941057	17	81941057	-0.710725159502625
17_81941340	17	81941340	-0.444371864303614
17_81941384	17	81941384	-0.450454916355457
17_81941396	17	81941396	-0.478302901308574
17_81941619	17	81941619	-0.70602800870859
17_81941679	17	81941679	-0.642163483365331
17_81956747	17	81956747	-0.231543063753971
17_81956946	17	81956946	-0.55260180336291
17_81985539	17	81985539	-0.494981642455204
17_81994954	17	81994954	-0.611391134570515
17_81994983	17	81994983	-0.557771296074959
17_82009055	17	82009055	-0.413207873086689
17_82016855	17	82016855	-0.464549746241244
17_82017345	17	82017345	-0.452354449270939
17_82017350	17	82017350	-0.588671058070431
17_82019488	17	82019488	-0.411550555223915
17_82028280	17	82028280	-0.248821055185807
17_82028662	17	82028662	-0.416277801037369
17_82029625	17	82029625	-0.312951392605522
17_82030785	17	82030785	-0.37755436930801
17_82033727	17	82033727	-0.376576602384179
17_82035188	17	82035188	-0.576395713214311
17_82036724	17	82036724	-0.72088949950103
17_82049081	17	82049081	-0.8677308878303
17_82049082	17	82049082	-0.850857069265904
17_82049992	17	82049992	-0.372556423608051
17_82050516	17	82050516	-0.650183617567574
17_82051566	17	82051566	-0.5118554610196
17_82051596	17	82051596	-0.416943813994134
17_82054573	17	82054573	-0.178431727294409
17_82054634	17	82054634	-0.355736259102319
17_82055786	17	82055786	-0.844924113512163
17_82056042	17	82056042	-0.602458009800507
17_82056709	17	82056709	-0.414831006624736
17_82057009	17	82057009	-0.340244082949401
17_82058576	17	82058576	-0.248821055185807
17_82060745	17	82060745	-0.575985798439316
17_82061307	17	82061307	-0.611391134570515
17_82061576	17	82061576	-0.573256005683744
17_82061918	17	82061918	-0.586690693942191
17_82079563	17	82079563	-0.35707394583783
17_82080753	17	82080753	-0.387983802857432
17_82082646	17	82082646	-0.0210151376629944
17_82083019	17	82083019	-0.432267196281738
17_82083232	17	82083232	-0.40554655887326
17_82083518	17	82083518	-0.466051771406476
17_82083522	17	82083522	-0.394018970725742
17_82084257	17	82084257	-0.514895915339652
17_82084664	17	82084664	-0.66385855446465
17_82084916	17	82084916	-0.0968179617407566
17_82085330	17	82085330	-0.500359822181771
17_82086304	17	82086304	-0.455271932653233
17_82087171	17	82087171	-0.14302639116321
17_82090997	17	82090997	-0.248821055185807
17_82092928	17	82092928	-0.11953803824084
17_82093250	17	82093250	-0.421657652048022
17_82101720	17	82101720	-0.554629484709892
17_82107562	17	82107562	-0.202278469248776
17_82113368	17	82113368	-0.559161175797957
17_82113574	17	82113574	-0.147283028723744
17_82127757	17	82127757	-0.177030372117797
17_82128510	17	82128510	-0.634879487492885
17_82151564	17	82151564	-0.0423701777183804
17_82157756	17	82157756	-0.114965308451016
17_82157865	17	82157865	-0.420773737975102
17_82157922	17	82157922	-0.410572125182419
17_82172781	17	82172781	-0.685884860794649
17_82188278	17	82188278	-0.589857973020874
17_82188309	17	82188309	-0.623860486532731
17_82194049	17	82194049	-0.462416528285095
17_82194112	17	82194112	-0.587622968637565
17_82195362	17	82195362	-0.35191454814991
17_82201548	17	82201548	-0.858874536869793
17_82201920	17	82201920	-0.898323808101674
17_82207933	17	82207933	-0.811240987255874
17_82208032	17	82208032	-0.372556423608051
17_82236052	17	82236052	-0.359245044879457
17_82237394	17	82237394	-0.613232481394683
17_82237466	17	82237466	-0.574396927088313
17_82237514	17	82237514	-0.566997015212061
17_82238886	17	82238886	-0.641138477964567
17_82248814	17	82248814	-0.275293266546998
17_82248995	17	82248995	-0.300351355825889
17_82249576	17	82249576	-0.833783555906963
17_82316285	17	82316285	-0.513584274936352
17_82316286	17	82316286	-0.484309134133938
17_82316303	17	82316303	-0.545802792942938
17_82316312	17	82316312	-0.545062506409519
17_82316340	17	82316340	-0.70372301534259
17_82316946	17	82316946	-0.364298272605742
17_82322180	17	82322180	-0.476626972708619
17_82322320	17	82322320	-0.404471925646001
17_82322337	17	82322337	-0.364298272605742
17_82322989	17	82322989	-0.634111211070599
17_82323310	17	82323310	-0.506618812653453
17_82327209	17	82327209	-0.773912099929564
17_82362299	17	82362299	-0.757432669776848
17_82362538	17	82362538	-0.180434080205556
17_82374347	17	82374347	-0.116717519178462
17_82374375	17	82374375	-0.480146601292262
17_82374420	17	82374420	-0.410284477879923
17_82374771	17	82374771	-0.593469226573253
17_82396695	17	82396695	-0.640011812510283
17_82398254	17	82398254	-0.699482464195372
17_82415555	17	82415555	-0.489829154689602
17_82415576	17	82415576	-0.518007688001196
17_82419814	17	82419814	-0.382087586049271
17_82433808	17	82433808	-0.872257703721599
17_82435793	17	82435793	-0.248821055185807
17_82435804	17	82435804	-0.302260314147267
17_82437192	17	82437192	-0.426608174401089
17_82437217	17	82437217	-0.679455409515669
17_82439892	17	82439892	-0.248821055185807
17_82439951	17	82439951	-0.303268839208183
17_82440087	17	82440087	-0.507908276502938
17_82440135	17	82440135	-0.634474747683556
17_82440161	17	82440161	-0.641138477964567
17_82440276	17	82440276	-0.857630297861331
17_82441161	17	82441161	-0.648091238606334
17_82442222	17	82442222	-0.423907761743898
17_82442288	17	82442288	-0.43065937817162
17_82443700	17	82443700	-0.216399577493429
17_82443769	17	82443769	-0.44585790224536
17_82444070	17	82444070	-0.485427335741955
17_82444099	17	82444099	-0.639280531743985
17_82449258	17	82449258	-0.680537295611281
17_82468777	17	82468777	-0.479433983327223
17_82478819	17	82478819	-0.886250975801098
17_82479947	17	82479947	-0.202026843706865
17_82484846	17	82484846	-0.675085809887905
17_82586022	17	82586022	-0.141905851269295
17_82586040	17	82586040	-0.143468055039578
17_82586043	17	82586043	-0.186536776931464
17_82586082	17	82586082	-0.166358894993834
17_82586130	17	82586130	-0.198194982115839
17_82586142	17	82586142	-0.276835431355403
17_82586196	17	82586196	-0.0495122469624
17_82587117	17	82587117	-0.358445546360305
17_82587289	17	82587289	-0.612977385462466
17_82587347	17	82587347	-0.409285727379053
17_82587362	17	82587362	-0.393210964520982
17_82601376	17	82601376	-0.658465295694432
17_82601415	17	82601415	-0.648091238606334
17_82648329	17	82648329	-0.229455730318875
17_82658013	17	82658013	-0.5118554610196
17_82662465	17	82662465	-0.624330190278013
17_82662641	17	82662641	-0.800616691971764
17_82702184	17	82702184	-0.42030152313016
17_82702403	17	82702403	-0.264251095755413
17_82702740	17	82702740	-0.434176097197725
17_82702827	17	82702827	-0.503750411382545
17_82704267	17	82704267	-0.637863345931706
17_82704318	17	82704318	-0.536623366168543
17_82704378	17	82704378	-0.85454211607376
17_82704467	17	82704467	-0.780834675958004
17_82718979	17	82718979	-0.672320133212847
17_82726556	17	82726556	0.194122440662922
17_82726575	17	82726575	0.166216444093037
17_82727033	17	82727033	-0.522996018624801
17_82735737	17	82735737	-0.456263135056283
17_82741362	17	82741362	-0.559750151123912
17_82750725	17	82750725	-0.583240094256366
17_82750731	17	82750731	-0.591708768708815
17_82752221	17	82752221	-0.683223879331581
17_82783000	17	82783000	-0.446421015070967
17_82805971	17	82805971	-0.668929544012072
17_82807615	17	82807615	-0.744348472325018
17_82831023	17	82831023	-0.189927366132238
17_82831393	17	82831393	-0.488008719065233
17_82831837	17	82831837	-0.446760432797716
17_82831930	17	82831930	-0.953365171659635
17_82831960	17	82831960	-0.970519892698702
17_82832237	17	82832237	-0.743585746935385
17_82905941	17	82905941	-0.525661260544631
17_82913070	17	82913070	-0.757285418432919
17_82913138	17	82913138	-0.985786649352013
17_82920611	17	82920611	-0.458274420814756
17_82929368	17	82929368	-0.570749150073169
17_82937857	17	82937857	-0.0968179617407566
17_82937868	17	82937868	0.0312868640069286
17_82937869	17	82937869	0.0312868640069286
17_82937893	17	82937893	-0.0561759772434108
17_82938057	17	82938057	-0.263320624880922
17_82941405	17	82941405	-1.12543863968052
17_82941437	17	82941437	-1.24882105518581
17_82941473	17	82941473	-0.58698979108038
17_82941480	17	82941480	-0.622038378770023
17_82957363	17	82957363	-0.545214057966032
17_82957374	17	82957374	-0.458274420814756
17_82957445	17	82957445	-0.532614021186398
17_82965670	17	82965670	-0.228356952626091
17_83011890	17	83011890	-0.849213596476569
17_83012284	17	83012284	-0.354431243146405
17_83014457	17	83014457	-0.267199584500661
17_83048511	17	83048511	-0.453438774794278
17_83048744	17	83048744	-0.263467831150208
17_83051746	17	83051746	-0.316565661821641
17_83079839	17	83079839	-0.676242278920483
17_83085299	17	83085299	-0.462945860538654
17_83093168	17	83093168	-0.613585347983427
18_48584	18	48584	-0.0495122469624
18_48589	18	48589	-0.0629545098744727
18_224184	18	224184	0.14196889784636
18_252559	18	252559	-0.0495122469624
18_254315	18	254315	-0.0522323892547063
18_333009	18	333009	0.0693549048404481
18_333115	18	333115	0.0899808582659517
18_334742	18	334742	-0.165163126138897
18_334940	18	334940	-0.0628090695758578
18_357427	18	357427	0.0273033500884308
18_357487	18	357487	0.0910289476988181
18_580528	18	580528	0.00949094040558396
18_616751	18	616751	0.277247756481781
18_641363	18	641363	0.10963291572667
18_657685	18	657685	-0.295256628176091
18_658035	18	658035	0.0555129796868174
18_658048	18	658048	0.155075886487837
18_658064	18	658064	0.130592534362316
18_658121	18	658121	0.149728321304468
18_661647	18	661647	0.233779727905672
18_673016	18	673016	0.120412754479912
18_683607	18	683607	0.295499461038004
18_690647	18	690647	-0.128526821468095
18_694268	18	694268	-0.107159905962216
18_706570	18	706570	-0.122063912899868
18_712554	18	712554	0.17040424105647
18_751739	18	751739	-0.00526402385131662
18_756716	18	756716	0.105287445450706
18_904765	18	904765	-0.343978288226147
18_909547	18	909547	-0.00324384642855915
18_909560	18	909560	-0.141905851269295
18_2547501	18	2547501	0.174121642178383
18_2554783	18	2554783	0.216471214872733
18_2554916	18	2554916	0.328104126469931
18_2555003	18	2555003	0.395035134588918
18_2614955	18	2614955	0.032949913229573
18_2616501	18	2616501	0.14926331081184
18_2724932	18	2724932	0.10651019796877
18_2740716	18	2740716	0.179040484450621
18_2750446	18	2750446	0.0027177118101578
18_2750479	18	2750479	0.185075471344353
18_2763699	18	2763699	-0.23143897695757
18_2784874	18	2784874	0.210610563451491
18_2799377	18	2799377	-0.225920653075728
18_2847889	18	2847889	0.0682082402887165
18_2885120	18	2885120	-0.0968179617407566
18_2890651	18	2890651	-0.0830838507069278
18_2890855	18	2890855	0.027510173261445
18_2890948	18	2890948	0.212020133706162
18_2891375	18	2891375	0.0583604543323692
18_2892203	18	2892203	-0.223730074222976
18_2892477	18	2892477	0.372667321560464
18_2895905	18	2895905	0.24867860428501
18_2913084	18	2913084	0.0863631364038224
18_2913359	18	2913359	0.217355293084838
18_2918875	18	2918875	0.0731070397015558
18_2919487	18	2919487	0.252725437347712
18_2919497	18	2919497	0.341534704305568
18_2920203	18	2920203	-0.337630322143663
18_2920359	18	2920359	0.0427825028447582
18_2925274	18	2925274	0.0934111361566444
18_2937869	18	2937869	-0.208179070688461
18_3075748	18	3075748	-0.000322742509893314
18_3086067	18	3086067	0.184689104164516
18_3090722	18	3090722	0.0234318806773657
18_3129401	18	3129401	0.36123242649818
18_3134684	18	3134684	-0.087540148152746
18_3135694	18	3135694	0.192368731949006
18_3164324	18	3164324	-0.0352255820865177
18_3168818	18	3168818	-0.0810936094477401
18_3173966	18	3173966	0.10328518836658
18_3176042	18	3176042	0.236605771984435
18_3176065	18	3176065	0.191751536200175
18_3188780	18	3188780	0.255221450151782
18_3188835	18	3188835	0.00446537409642494
18_3189116	18	3189116	-0.144985244201267
18_3214934	18	3214934	-0.292542432615125
18_3215158	18	3215158	-0.0303975360523042
18_3452032	18	3452032	-0.0330923641303695
18_3452318	18	3452318	-0.149285381634892
18_3457608	18	3457608	-0.153062072380376
18_3457609	18	3457609	-0.194882248075003
18_3534226	18	3534226	0.225110133146606
18_3534324	18	3534324	0.33614144553535
18_3582124	18	3582124	-0.205428459672426
18_3879511	18	3879511	-0.0338081642149561
18_5145610	18	5145610	0.132000728755124
18_5396325	18	5396325	-0.294145045695297
18_5397365	18	5397365	-0.167520953083958
18_5397405	18	5397405	-0.332885319974281
18_5398135	18	5398135	0.162374377798643
18_5398944	18	5398944	0.174390375538737
18_5398989	18	5398989	0.117306843612091
18_5399023	18	5399023	0.292748850021969
18_5410575	18	5410575	0.15254150719596
18_5415846	18	5415846	-0.0131928066926646
18_5416300	18	5416300	0.0991022482345001
18_5424351	18	5424351	0.239678606034058
18_5433938	18	5433938	-0.265309177974376
18_5593172	18	5593172	-0.172199773582894
18_5628459	18	5628459	-0.248821055185807
18_5628543	18	5628543	-0.0382540692461483
18_5629175	18	5629175	-0.0188154497394834
18_5629378	18	5629378	0.201840353823759
18_5890778	18	5890778	-0.0992446991352967
18_5891042	18	5891042	0.188865183038237
18_5891054	18	5891054	0.0764197737423912
18_5956239	18	5956239	0.260192592302051
18_5957481	18	5957481	0.0877044159145137
18_5957522	18	5957522	0.0756138953121307
18_6080216	18	6080216	0.404854195619364
18_6138248	18	6138248	0.14294666477019
18_6171931	18	6171931	0.194785596289808
18_6824938	18	6824938	-0.117576521907554
18_6837303	18	6837303	0.308956616209119
18_6837393	18	6837393	-0.114171528491025
18_6851059	18	6851059	0.0297144441881751
18_6889974	18	6889974	0.199452773566969
18_6890435	18	6890435	-0.0669827321999937
18_6898533	18	6898533	-0.223509966656619
18_6943265	18	6943265	-0.110301191104379
18_6959445	18	6959445	-0.0136045934917753
18_6961681	18	6961681	0.100074087301825
18_6961738	18	6961738	-0.00370855734927534
18_6971873	18	6971873	0.182336109456314
18_6971906	18	6971906	0.0999827456929502
18_6975952	18	6975952	-0.117576521907554
18_6975996	18	6975996	-0.0825717118868925
18_6976072	18	6976072	0.0525596622974699
18_6977845	18	6977845	0.0575101846505373
18_6978346	18	6978346	-0.206592819796509
18_6980524	18	6980524	-0.0655992311300365
18_6980568	18	6980568	-0.0327841288891822
18_6985632	18	6985632	0.392284523572883
18_6986228	18	6986228	-0.177854533831663
18_6986260	18	6986260	-0.0723944878015391
18_6992684	18	6992684	0.0184628236493451
18_6997819	18	6997819	-0.196353635291671
18_6999629	18	6999629	-0.130639628837492
18_7009330	18	7009330	-0.00674626798765891
18_7011339	18	7011339	-0.280185226095142
18_7011372	18	7011372	-0.0544430100189553
18_7012124	18	7012124	-0.0950157191067712
18_7014022	18	7014022	0.00599284384301872
18_7017323	18	7017323	-0.0954702782790101
18_7023372	18	7023372	-0.584005246775436
18_7033038	18	7033038	0.182336109456314
18_7034509	18	7034509	0.14196889784636
18_7037642	18	7037642	-0.0561759772434108
18_7042223	18	7042223	0.232068991387663
18_7049172	18	7049172	0.144190137763038
18_7049181	18	7049181	0.228081699677897
18_7231469	18	7231469	-0.034082206392794
18_7231663	18	7231663	-0.330121157287655
18_7231857	18	7231857	-0.0770547069193269
18_7231883	18	7231883	-0.234321485490692
18_7456056	18	7456056	-0.432267196281738
18_7456096	18	7456096	-0.313916083407691
18_7456247	18	7456247	-0.103770722382524
18_7888225	18	7888225	0.0365811636764417
18_7946965	18	7946965	0.0228522689218599
18_7949335	18	7949335	0.0956244762629833
18_8069870	18	8069870	0.0643368300738235
18_8069888	18	8069888	0.370088777458687
18_8113609	18	8113609	0.0830225085666383
18_8113648	18	8113648	-0.102742795697862
18_8143723	18	8143723	0.0406855620091785
18_8275859	18	8275859	0.239279906282761
18_8380421	18	8380421	0.076141099791189
18_8387140	18	8387140	-0.153062072380376
18_8387197	18	8387197	0.0027177118101578
18_8624044	18	8624044	0.308235448965465
18_8705681	18	8705681	0.283192565586391
18_8706488	18	8706488	-0.399499967683475
18_8707165	18	8707165	-0.0526785330071839
18_8718570	18	8718570	-0.260793696851883
18_8720370	18	8720370	0.462552825077659
18_8784201	18	8784201	-0.0896224603365527
18_8784569	18	8784569	-0.0298112732440109
18_8784667	18	8784667	0.105462413013941
18_8785979	18	8785979	0.247136439476605
18_8786029	18	8786029	0.316776120668418
18_8786060	18	8786060	0.242567330223152
18_8806918	18	8806918	0.00356610644847858
18_8819248	18	8819248	-0.116370759162157
18_8825032	18	8825032	0.234120508594841
18_8827578	18	8827578	-0.142887610436742
18_8831700	18	8831700	-0.032245960444673
18_9122613	18	9122613	0.316131484803855
18_9204537	18	9204537	0.134036038343887
18_9221885	18	9221885	0.278425947679062
18_9254787	18	9254787	-0.348356728736721
18_9254859	18	9254859	0.129690568067923
18_9255984	18	9255984	0.367850305262688
18_9257699	18	9257699	0.0416940870700942
18_9258055	18	9258055	-0.0250995733768388
18_9517223	18	9517223	-0.0201966801378442
18_9535842	18	9535842	-0.0158438832081927
18_9562044	18	9562044	-0.161358213935467
18_9563456	18	9563456	-0.332478984232716
18_9570651	18	9570651	0.117606499868416
18_9615147	18	9615147	0.391003380569868
18_9886877	18	9886877	0.192688655454228
18_9886893	18	9886893	0.159984490381523
18_9887170	18	9887170	-0.145921147601516
18_9887274	18	9887274	0.0406855620091785
18_9887374	18	9887374	0.0884433500839607
18_9887432	18	9887432	0.000931829542634076
18_9887436	18	9887436	0.00916012292170181
18_9887500	18	9887500	-0.210853204986786
18_9887939	18	9887939	-0.259313429003449
18_9888030	18	9888030	0.0565241555059515
18_9888072	18	9888072	-0.0700179023970416
18_9927215	18	9927215	-0.136611551599782
18_9936144	18	9936144	-0.228210775510521
18_9944927	18	9944927	0.0774071771351812
18_9944937	18	9944937	0.0691490261328726
18_10468599	18	10468599	0.0365811636764417
18_10468638	18	10468638	-0.166358894993834
18_10471735	18	10471735	-0.261099384964243
18_10471767	18	10471767	-0.178999605688235
18_10476152	18	10476152	-0.149285381634892
18_10476172	18	10476172	0.146038562155407
18_10485506	18	10485506	0.0507392266731012
18_10487993	18	10487993	-0.0968179617407566
18_10529029	18	10529029	-0.143327926338493
18_10539777	18	10539777	0.199639445630487
18_10666689	18	10666689	0.204544562752136
18_10666805	18	10666805	0.155569199893529
18_10681714	18	10681714	0.208385898336977
18_10696229	18	10696229	-0.0688423890795712
18_10696536	18	10696536	-0.485860252486656
18_10699089	18	10699089	-0.0393676895568569
18_10704450	18	10704450	-0.228062495019009
18_10704640	18	10704640	-0.314910245643579
18_10705419	18	10705419	-0.0824626687636867
18_10705516	18	10705516	0.0220328551072866
18_10705620	18	10705620	-0.0201966801378442
18_10714832	18	10714832	0.284052934386895
18_10731430	18	10731430	-0.162847832075954
18_10740999	18	10740999	0.126218376161118
18_10748605	18	10748605	0.0874623326786255
18_10750152	18	10750152	-0.20151534040745
18_10752668	18	10752668	-0.263927947576015
18_10752862	18	10752862	-0.0235287433435639
18_10759842	18	10759842	-0.21405563702513
18_10759847	18	10759847	-0.111317531435872
18_10762964	18	10762964	-0.207401127805826
18_10773442	18	10773442	0.429250849926831
18_10774538	18	10774538	0.150449128234721
18_10774560	18	10774560	0.120412754479912
18_10789136	18	10789136	-0.0002447020457037
18_10794832	18	10794832	0.134507584365699
18_10800450	18	10800450	0.0599316509538222
18_11609637	18	11609637	-0.312951392605522
18_11609755	18	11609755	-0.437024790346428
18_11609793	18	11609793	-0.320970840941642
18_11609896	18	11609896	-0.234321485490692
18_11609928	18	11609928	-0.163573768567295
18_11609950	18	11609950	-0.304103490686996
18_11609964	18	11609964	-0.237680497580606
18_11609979	18	11609979	-0.179558392748693
18_11609982	18	11609982	-0.248821055185807
18_11610059	18	11610059	-0.166358894993834
18_11610119	18	11610119	-0.124492920183605
18_11610163	18	11610163	-0.0193392090630395
18_11689824	18	11689824	0.17151074376255
18_11752463	18	11752463	-0.0912797781993268
18_11885773	18	11885773	-0.0130081180870372
18_11886564	18	11886564	0.101365299743069
18_11981743	18	11981743	0.0488594934548785
18_11999116	18	11999116	0.147696356122239
18_12009914	18	12009914	-0.202527402911872
18_12014302	18	12014302	-0.0723944878015391
18_12014326	18	12014326	-0.0231082755577473
18_12014355	18	12014355	0.00493553705997648
18_12021724	18	12021724	0.143496367592954
18_12028110	18	12028110	-0.0174955090793509
18_12094128	18	12094128	0.213284697749816
18_12095511	18	12095511	0.148069097382778
18_12096250	18	12096250	-0.00684826487984241
18_12096267	18	12096267	0.0678513142500604
18_12099655	18	12099655	-0.00266046791640888
18_12115510	18	12115510	0.153277388385539
18_12125658	18	12125658	-0.227125984086488
18_12127790	18	12127790	-0.0620525435800802
18_12130395	18	12130395	-0.0448071631642134
18_12254396	18	12254396	0.0778294499439588
18_12254786	18	12254786	0.0384608968946644
18_12254829	18	12254829	0.245167785487859
18_12254919	18	12254919	0.184594973407892
18_12264400	18	12264400	0.0184628236493451
18_12274105	18	12274105	-0.00172819322103441
18_12320552	18	12320552	-0.0433519368858271
18_12320572	18	12320572	0.0297144441881751
18_12320633	18	12320633	0.0335786755149182
18_12320740	18	12320740	0.0178246042003661
18_12324972	18	12324972	-0.0437066252811944
18_12325866	18	12325866	0.0680360501541338
18_12348286	18	12348286	0.0593012401765254
18_12351343	18	12351343	-0.0682488095439858
18_12367019	18	12367019	-0.273695723824836
18_12427085	18	12427085	-0.158935551668612
18_12686674	18	12686674	-0.629425057400776
18_12718594	18	12718594	0.0785409257521838
18_12817161	18	12817161	-0.469211123611107
18_12817363	18	12817363	-0.155711650794325
18_12984145	18	12984145	0.242427010713156
18_13000339	18	13000339	-0.0841903534130073
18_13001513	18	13001513	0.0872281479462084
18_13001524	18	13001524	-0.0548104352191811
18_13015328	18	13015328	-0.496748568629392
18_13018510	18	13018510	-0.0689119651708722
18_13053032	18	13053032	0.238728943877405
18_13053058	18	13053058	0.212152728259896
18_13056023	18	13056023	-0.235645666438074
18_13056334	18	13056334	-0.264417910236825
18_13056683	18	13056683	0.25897358501289
18_13057659	18	13057659	-0.276835431355403
18_13059174	18	13059174	-0.0190339736782364
18_13068110	18	13068110	-0.379405164995951
18_13068133	18	13068133	-0.434376708341883
18_13068235	18	13068235	-0.203017365572682
18_13068879	18	13068879	-0.0452876611006744
18_13069783	18	13069783	0.0960074418116346
18_13095610	18	13095610	-0.548381337044715
18_13116433	18	13116433	-0.0956642671243861
18_13124770	18	13124770	-0.0463281912870636
18_13465039	18	13465039	0.0427825028447582
18_13465053	18	13465053	0.0940666583372018
18_13621241	18	13621241	0.0174590101516412
18_13642722	18	13642722	0.134507584365699
18_13645157	18	13645157	0.283846938093136
18_13645162	18	13645162	0.282702186573889
18_13645314	18	13645314	0.0196677807400953
18_13681963	18	13681963	-0.189927366132238
18_13731575	18	13731575	0.299304677354978
18_13757298	18	13757298	-0.238767390521884
18_13826036	18	13826036	0.135519646870121
18_13826089	18	13826089	0.412593505973223
18_13826302	18	13826302	0.00549613354687827
18_13826392	18	13826392	-0.0495122469624
18_13883059	18	13883059	0.101676191898326
18_13884638	18	13884638	0.00429788178290447
18_13884686	18	13884686	0.0731070397015558
18_13884804	18	13884804	0.217960019187035
18_14105187	18	14105187	-0.176871213306792
18_14105211	18	14105211	-0.280185226095142
18_14105220	18	14105220	-0.208854647868162
18_14105854	18	14105854	0.234603419073287
18_14106040	18	14106040	-0.265894568544748
18_14106114	18	14106114	-0.024605898242541
18_14533106	18	14533106	-0.0828111037468773
18_14537950	18	14537950	0.0912543864118152
18_14542649	18	14542649	0.158354326320067
18_14542689	18	14542689	0.163232585654216
18_14543058	18	14543058	-0.374351937269666
18_14752958	18	14752958	-0.10999335048849
18_14763777	18	14763777	0.51671369117717
18_14831452	18	14831452	-0.217456884276472
18_14848749	18	14848749	-0.327892626177005
18_21039483	18	21039483	0.22850072234738
18_21444346	18	21444346	0.0394239134452671
18_21444404	18	21444404	-0.00489547229971755
18_21449554	18	21449554	-0.1582185064049
18_21454371	18	21454371	0.293328361996377
18_21490212	18	21490212	-0.00554990417344274
18_21499865	18	21499865	-0.514715115158841
18_21500212	18	21500212	0.0978294691127872
18_21518042	18	21518042	-0.0239476443456036
18_21520756	18	21520756	-0.0956642671243861
18_21573533	18	21573533	-0.0978132670861241
18_21574182	18	21574182	-0.0309160248416726
18_21629126	18	21629126	0.300865970787819
18_21656962	18	21656962	0.326681116286283
18_21659193	18	21659193	0.311893899288672
18_21663703	18	21663703	0.000698544173505522
18_21702433	18	21702433	-0.0715165233778967
18_21774298	18	21774298	-0.211826847703605
18_21779620	18	21779620	0.353214958894291
18_22171995	18	22171995	1.06962647096659
18_22181524	18	22181524	0.61013506335901
18_22416999	18	22416999	0.741592895984995
18_22990972	18	22990972	0.885480036525785
18_22997706	18	22997706	1.11575137711005
18_23135557	18	23135557	0.996935359216152
18_23136103	18	23136103	0.827677082288237
18_23236026	18	23236026	0.958983829927595
18_23331539	18	23331539	0.739497139766558
18_23351978	18	23351978	-1.48698079238057
18_23373756	18	23373756	-1.77391209992956
18_23421437	18	23421437	-1.26512286751491
18_23463006	18	23463006	-1.53570220297397
18_23463039	18	23463039	-1.65690579382288
18_23506553	18	23506553	-1.52712221767291
18_23506585	18	23506585	-1.43226719628174
18_23515960	18	23515960	-1.15571165079433
18_23516366	18	23516366	-1.65544631464845
18_23520276	18	23520276	-2.31295139260552
18_23526674	18	23526674	-1.40409928066372
18_23530109	18	23530109	-1.23713925013817
18_23531708	18	23531708	-1.24882105518581
18_23532242	18	23532242	-1.37012735140794
18_23533511	18	23533511	-1.65321131026514
