	Chromosome	Position	63RT3_CM-_vs_63RT3_PBMC.tumour
18_58256318	18	58256318	-0.913801051044504
18_58256634	18	58256634	-1.25149646179018
18_58389150	18	58389150	-0.458496832709649
18_58481867	18	58481867	-0.655393403463826
18_58481868	18	58481868	-0.566998287518112
18_58535451	18	58535451	-0.87612910794136
18_58535750	18	58535750	-0.953815913149498
18_58535835	18	58535835	-0.903096155541629
18_58535840	18	58535840	-0.903573158369876
18_58535842	18	58535842	-0.916392978155087
18_58535866	18	58535866	-0.769787922866051
18_58535888	18	58535888	-1.02532734970825
18_58536179	18	58536179	-1.09557831834175
18_58536215	18	58536215	-1.32949897379146
18_58536324	18	58536324	-0.92956836690282
18_58536659	18	58536659	-0.400459100915182
18_58536666	18	58536666	-0.542545243793573
18_58536745	18	58536745	-0.88471413111856
18_58537018	18	58537018	-0.868167822238677
18_58537178	18	58537178	-0.556109971375376
18_58537255	18	58537255	-0.955103459009958
18_58537349	18	58537349	-0.680889254046097
18_58537439	18	58537439	-0.862454171044283
18_58537515	18	58537515	-0.806711619117287
18_58537700	18	58537700	-1.06449794698893
18_58537713	18	58537713	-1.01048836228639
18_58537745	18	58537745	-1.34020068706166
18_58537759	18	58537759	-1.15196078823927
18_58537902	18	58537902	-0.723984233252926
18_58579205	18	58579205	-0.719645297528589
18_58579210	18	58579210	-0.678029599906856
18_58579516	18	58579516	-0.79059195375401
18_58579613	18	58579613	-0.78939070885456
18_58579948	18	58579948	-1.0930670991857
18_58580172	18	58580172	-1.17892783583954
18_58580180	18	58580180	-1.19704867776781
18_58580287	18	58580287	-0.969096731089458
18_58580319	18	58580319	-0.890397769622142
18_58580335	18	58580335	-0.877100947008685
18_58580368	18	58580368	-1.20457541440269
18_58580512	18	58580512	-0.384134230368302
18_58611712	18	58611712	-1.04107668211981
18_58671560	18	58671560	-0.847106206710847
18_58671588	18	58671588	-0.727075503004077
18_58681179	18	58681179	-0.531604380982918
18_58700591	18	58700591	-0.60094561944145
18_58916937	18	58916937	-0.551056743649091
18_58918542	18	58918542	-0.917290037124384
18_58918859	18	58918859	-0.683407779633423
18_59027547	18	59027547	-0.810923870404201
18_59148198	18	59148198	-0.850133899408415
18_59222734	18	59222734	-1.14857814884462
18_59225715	18	59225715	-0.344605866181664
18_59269163	18	59269163	-0.780424927597011
18_59273075	18	59273075	-0.732876455897723
18_59296803	18	59296803	-1.08607285258281
18_59330677	18	59330677	-0.908809806736023
18_59330677.1	18	59330677	-0.908809806736023
18_59338599	18	59338599	-0.281553695646363
18_59349129	18	59349129	-0.559618757152514
18_59353236	18	59353236	-0.645775400902229
18_59355391	18	59355391	-0.846239983303924
18_59359204	18	59359204	-0.287120371520904
18_59359204.1	18	59359204	-0.287120371520904
18_59447901	18	59447901	-0.842105525652481
18_59447971	18	59447971	-0.59253337962525
18_59900219	18	59900219	-0.692239675261502
18_59902827	18	59902827	-1.1833249591486
18_60183864	18	60183864	-0.82086210746032
18_60215554	18	60215554	-0.993698704322536
18_60371599	18	60371599	-0.992304122250783
18_60371744	18	60371744	-0.792064843152885
18_61499308	18	61499308	-1.17918225697429
18_61527996	18	61527996	-0.855567785459044
18_61528061	18	61528061	-0.754889835489874
18_61528120	18	61528120	-1.19515847764037
18_61554317	18	61554317	-1.16586639026449
18_61815969	18	61815969	-0.858485268841338
18_61816076	18	61816076	-0.990968911566964
18_61816077	18	61816077	-1.0226777712943
18_62017675	18	62017675	-0.92956836690282
18_62085224	18	62085224	-0.630008085043912
18_62088734	18	62088734	-0.92956836690282
18_62138997	18	62138997	-0.77429014142491
18_62147035	18	62147035	-1.01363263169129
18_62157721	18	62157721	-0.990968911566964
18_62161187	18	62161187	-0.743556381292872
18_62187653	18	62187653	-0.92956836690282
18_62187919	18	62187919	-0.373175018378435
18_62228317	18	62228317	-0.636786617674975
18_62232374	18	62232374	-0.809274133185109
18_62279791	18	62279791	-1.21907498409781
18_62360008	18	62360008	-0.708969227389423
18_62369298	18	62369298	-0.611392406876565
18_62369314	18	62369314	-0.774593706926479
18_62384827	18	62384827	-0.709442552538317
18_62384988	18	62384988	-0.514530867623977
18_62385356	18	62385356	-0.77756527345777
18_62385356.1	18	62385356	-0.77756527345777
18_62385356.2	18	62385356	-0.77756527345777
18_62412879	18	62412879	-1.13026571713995
18_62523497	18	62523497	-0.822653162986309
18_62524213	18	62524213	-0.999957694794218
18_62524410	18	62524410	-0.920744516515814
18_62524730	18	62524730	-1.0226777712943
18_62524748	18	62524748	-0.92956836690282
18_62525998	18	62525998	-0.918253053674986
18_62560600	18	62560600	-1.11801345631593
18_62570155	18	62570155	-1.04059967929156
18_62574170	18	62574170	-0.799507826338447
18_62574499	18	62574499	-1.03737165643734
18_62574957	18	62574957	-1.13815498871424
18_62575092	18	62575092	-1.08607285258281
18_62716554	18	62716554	-0.836458962511339
18_62716958	18	62716958	-0.941156341178032
18_62717226	18	62717226	-0.728655672976824
18_62830051	18	62830051	-0.723117489435394
18_62830160	18	62830160	-0.863680431246363
18_62895065	18	62895065	-1.0152982409287
18_62958657	18	62958657	-0.601993708874316
18_62963389	18	62963389	-0.848648371519253
18_62963458	18	62963458	-0.643813884568943
18_62978784	18	62978784	-0.78939070885456
18_62979251	18	62979251	-0.890040002716183
18_62979347	18	62979347	-0.83441113386248
18_63302803	18	63302803	-0.723117489435394
18_63312127	18	63312127	-1.37702734387404
18_63318540	18	63318540	-0.563440468104923
18_63318646	18	63318646	-0.95062998243065
18_63355558	18	63355558	-0.277491670323127
18_63355558.1	18	63355558	-0.277491670323127
18_63400585	18	63400585	-0.435753754239859
18_63410412	18	63410412	-0.732531519843267
18_63489373	18	63489373	-0.715443561549973
18_63493054	18	63493054	-1.073958276238
18_63493087	18	63493087	-0.961989844595198
18_63493152	18	63493152	-0.788392303942126
18_63503488	18	63503488	-0.837645877461781
18_63503549	18	63503549	-0.894802948742144
18_63566674	18	63566674	-0.486785877141072
18_63566877	18	63566877	-0.92956836690282
18_63588791	18	63588791	-0.299517976653126
18_63589679	18	63589679	-0.456114181398655
18_63592966	18	63592966	-0.750971063446057
18_63637845	18	63637845	-0.596993027815949
18_63643538	18	63643538	-0.883764677289696
18_63655761	18	63655761	-1.27601878092425
18_63657318	18	63657318	-0.504683081667629
18_63658544	18	63658544	-0.820157150182238
18_63661177	18	63661177	-1.05509924898668
18_63710217	18	63710217	-0.74670430975301
18_63710261	18	63710261	-0.792064843152885
18_63712604	18	63712604	-0.906848290402737
18_63720078	18	63720078	-0.92956836690282
18_63720099	18	63720099	-0.874073254311117
18_63720106	18	63720106	-1.12421579775636
18_63720155	18	63720155	-0.800835052780618
18_63723015	18	63723015	-0.610499926154699
18_63723082	18	63723082	-0.92956836690282
18_63723083	18	63723083	-0.891766334190436
18_63723098	18	63723098	-0.942168403682454
18_63723336	18	63723336	-0.828285031065639
18_63792405	18	63792405	-0.842105525652481
18_63897160	18	63897160	-0.684455869066289
18_63903168	18	63903168	-1.08783045081955
18_63903269	18	63903269	-1.11644650162633
18_63903295	18	63903295	-0.96273523083802
18_63907998	18	63907998	-0.274703852951508
18_63915517	18	63915517	-0.689897954134537
18_63915633	18	63915633	-0.866003238125354
18_63919819	18	63919819	-0.400198192144982
18_63919833	18	63919833	-0.330106296486549
18_63930111	18	63930111	-0.659479203535076
18_63930115	18	63930115	-0.563440468104923
18_63933150	18	63933150	-0.543914674405071
18_63934930	18	63934930	-0.758296939752991
18_63935126	18	63935126	-1.18540727133241
18_63954429	18	63954429	-0.640061749707835
18_63960302	18	63960302	-0.748996121260999
18_63961674	18	63961674	-0.225700460912845
18_63968462	18	63968462	-0.473190072243077
18_63978389	18	63978389	-0.614066541174891
18_63979835	18	63979835	-0.656549872496405
18_63987063	18	63987063	-0.641222872539839
18_63987095	18	63987095	-0.893648792647878
18_63987229	18	63987229	-0.561836582402333
18_65809871	18	65809871	-0.830032693351906
18_65824677	18	65824677	-1.10240496376504
18_65859809	18	65859809	-0.878942293832852
18_65862722	18	65862722	-1.14458125787367
18_65880459	18	65880459	-0.562510896525798
18_66504951	18	66504951	-0.727075503004077
18_66544208	18	66544208	-1.073958276238
18_66554451	18	66554451	-0.759643365460508
18_66568455	18	66568455	-0.533639690571681
18_66568489	18	66568489	-0.603798205721064
18_67512235	18	67512235	-0.988462055956389
18_67512592	18	67512592	-0.77756527345777
18_67512892	18	67512892	-0.92956836690282
18_67513812	18	67513812	-1.21287516776288
18_68681091	18	68681091	-0.742799855297094
18_68684208	18	68684208	-0.984016150925197
18_68689933	18	68689933	-0.976874081681177
18_68837114	18	68837114	-0.879815331705721
18_68846378	18	68846378	-0.976110952839851
18_68897277	18	68897277	-0.848648371519253
18_68897425	18	68897425	-1.0871096438893
18_69010955	18	69010955	-1.33619362636546
18_69054056	18	69054056	-0.950942017695387
18_69677798	18	69677798	-1.0614800424084
18_69698432	18	69698432	-0.87579711046184
18_69739113	18	69739113	-0.555753530350489
18_69841297	18	69841297	-0.92956836690282
18_69864406	18	69864406	-0.627298797785926
18_69867396	18	69867396	-0.492163054595522
18_69867406	18	69867406	-0.418068028122685
18_69895704	18	69895704	-0.750598225857501
18_69895735	18	69895735	-0.483503972003352
18_70020624	18	70020624	-0.819385449152398
18_70020624.1	18	70020624	-0.819385449152398
18_70051452	18	70051452	-0.861396864261241
18_70051522	18	70051522	-0.733425844724197
18_70054256	18	70054256	-0.751570064924826
18_70057781	18	70057781	-0.904906312668551
18_70073944	18	70073944	-0.475536736008113
18_70114547	18	70114547	-0.204428208133404
18_70128511	18	70128511	-0.78939070885456
18_70135254	18	70135254	-0.949467924340525
18_70166070	18	70166070	-1.72398423325293
18_70166149	18	70166149	-1.21644951469098
18_70197682	18	70197682	-0.750971063446057
18_70205164	18	70205164	-0.916629311195322
18_70325418	18	70325418	-0.666533961069027
18_70325556	18	70325556	-0.636786617674975
18_72538371	18	72538371	-1.1583870573987
18_72542113	18	72542113	-0.444141539732579
18_72810698	18	72810698	-0.388999985540118
18_72810722	18	72810722	-0.446143892643726
18_72865193	18	72865193	-0.747730043917008
18_74130517	18	74130517	-0.591399631008247
18_74147653	18	74147653	-0.910459543955116
18_74149052	18	74149052	-0.815109642317906
18_74291840	18	74291840	-0.420956752311779
18_74343576	18	74343576	-0.683212702215657
18_74353333	18	74353333	-0.950942017695387
18_74353910	18	74353910	-0.993698704322536
18_74436586	18	74436586	-0.514530867623977
18_74436618	18	74436618	-0.370140958288802
18_74436663	18	74436663	-0.232960510352755
18_74441961	18	74441961	-1.29213844628753
18_74446940	18	74446940	-0.401636811218043
18_74446946	18	74446946	-0.546239727351315
18_74447220	18	74447220	-1.11989957900697
18_74447255	18	74447255	-0.587462390077828
18_74449836	18	74449836	-0.968042514717456
18_74449861	18	74449861	-0.918253053674986
18_74496286	18	74496286	-0.611038848477323
18_74496357	18	74496357	-0.643264181746179
18_74501207	18	74501207	-1.03648357081933
18_74501251	18	74501251	-0.92956836690282
18_74501372	18	74501372	-0.507741701961337
18_74505869	18	74505869	-0.754481660344729
18_74509174	18	74509174	-0.916629311195322
18_74510827	18	74510827	-0.689897954134537
18_74556390	18	74556390	-1.21196809760355
18_74559343	18	74559343	-1.26455261461563
18_74560901	18	74560901	-0.822653162986309
18_74567390	18	74567390	-0.593965335118382
18_74567400	18	74567400	-0.685642784016731
18_74571237	18	74571237	-0.806711619117287
18_74578223	18	74578223	-1.09949336834513
18_74580211	18	74580211	-0.869195748923339
18_74580262	18	74580262	-0.781045842192732
18_74583643	18	74583643	-0.59470121630796
18_74583647	18	74583647	-0.581645063482513
18_74631225	18	74631225	-0.679024905252223
18_74631509	18	74631509	-1.0828146271985
18_74632096	18	74632096	-0.610289850429407
18_74632152	18	74632152	-0.710558584961025
18_74632267	18	74632267	-1.21497058576507
18_74632542	18	74632542	-0.656003293576857
18_74632553	18	74632553	-0.720981745091403
18_74633934	18	74633934	-0.478189020560256
18_74634094	18	74634094	-0.849715059213606
18_74634694	18	74634694	-0.887340131513523
18_74634745	18	74634745	-0.945870179231921
18_74635526	18	74635526	-0.365667481709494
18_74781440	18	74781440	-0.590081900631153
18_75063226	18	75063226	-0.484783524229925
18_75063763	18	75063763	-0.682928399319695
18_75063998	18	75063998	-1.02149085634386
18_75064167	18	75064167	-1.06707189065276
18_75064289	18	75064289	-0.974892357412311
18_75064327	18	75064327	-1.14107247209653
18_75201600	18	75201600	-0.568302124064957
18_75201965	18	75201965	-1.50181981587442
18_75202325	18	75202325	-0.414995194073062
18_75285722	18	75285722	-0.970210351400166
18_75286049	18	75286049	-1.46798828168695
18_75286169	18	75286169	-0.392540343245366
18_75286256	18	75286256	-0.908194716110253
18_75286943	18	75286943	-0.581645063482513
18_75287188	18	75287188	-0.836458962511339
18_75287250	18	75287250	-0.685642784016731
18_75287404	18	75287404	-1.30396388168432
18_75288038	18	75288038	-0.883764677289696
18_75288548	18	75288548	-1.04774979325113
18_75410902	18	75410902	-0.878038066262738
18_75427479	18	75427479	-1.35517510789185
18_76055214	18	76055214	-0.482960788623107
18_76055248	18	76055248	-0.587176169455742
18_76055254	18	76055254	-0.730664298488742
18_76055255	18	76055255	-0.787549362030393
18_76055336	18	76055336	-0.725209868396634
18_76055393	18	76055393	-0.761445608094493
18_76055737	18	76055737	-0.968387615793349
18_76378976	18	76378976	-0.50792813279973
18_76379286	18	76379286	-0.843153615085347
18_76379329	18	76379329	-0.725209868396634
18_76379355	18	76379355	-0.60026074164986
18_76379418	18	76379418	-0.587462390077828
18_76379428	18	76379428	-0.732122302696603
18_76379488	18	76379488	-0.980194439972788
18_76379762	18	76379762	-1.36090767851076
18_76379798	18	76379798	-1.49942397523377
18_76380005	18	76380005	-1.25714302493132
18_76380257	18	76380257	-0.684455869066289
18_76441302	18	76441302	-0.604728676595555
18_76441756	18	76441756	-0.742482814302325
18_76442185	18	76442185	-1.0319300845325
18_76442758	18	76442758	-0.700086520780053
18_76443044	18	76443044	-0.61641048164319
18_76871797	18	76871797	-0.772467405818092
18_76904416	18	76904416	-0.900809373921396
18_76908476	18	76908476	-0.215872552059461
18_76913813	18	76913813	-0.845176179612448
18_76927384	18	76927384	-0.759643365460508
18_76928046	18	76928046	-0.170576466406615
18_76931220	18	76931220	-0.801812819704448
18_76947538	18	76947538	-0.966094242927935
18_76959812	18	76959812	-0.756731770040605
18_76960689	18	76960689	-1.14256209023702
18_76984778	18	76984778	-1.72311748943539
18_76990028	18	76990028	-0.959315710296873
18_76990908	18	76990908	-0.782726978573549
18_76990910	18	76990910	-0.674995539817223
18_77009910	18	77009910	-0.796301836039356
18_77016867	18	77016867	-0.282239985221291
18_77128372	18	77128372	-0.975083026155189
18_77132933	18	77132933	-0.61208617704665
18_77133086	18	77133086	-0.452409155716179
18_77250689	18	77250689	-0.721763481789419
18_77256371	18	77256371	-0.655393403463826
18_77268680	18	77268680	-0.960595262523445
18_78993063	18	78993063	-0.729269716416989
18_78994214	18	78994214	-0.496608959626714
18_78994584	18	78994584	-0.707175945566372
18_79069458	18	79069458	-1.09949336834513
18_79069509	18	79069509	-1.04821286340144
18_79096504	18	79096504	-1.19069318272798
18_79145228	18	79145228	-1.45519672824157
18_79146638	18	79146638	-1.03244554754312
18_79167720	18	79167720	-0.944835123556131
18_79167733	18	79167733	-0.889675639779308
18_79253425	18	79253425	-0.72047276817983
18_79307000	18	79307000	-0.795267275191229
18_79329179	18	79329179	-0.674995539817223
18_79330023	18	79330023	-1.29090484634842
18_79337226	18	79337226	-0.74670430975301
18_79346300	18	79346300	-1.05668028480616
18_79346311	18	79346311	-1.14637975597597
18_79346556	18	79346556	0.408600368991753
18_79346583	18	79346583	0.381633321391484
18_79360125	18	79360125	-0.817093637644408
18_79361816	18	79361816	-0.955103459009958
18_79377293	18	79377293	-1.04059967929156
18_79378035	18	79378035	-1.25762256458702
18_79410542	18	79410542	-0.645775400902229
18_79411331	18	79411331	-0.543677213283493
18_79448916	18	79448916	-0.505760657996244
18_79451764	18	79451764	-1.31659149001207
18_79486527	18	79486527	-0.642687219114659
18_79679995	18	79679995	-1.11719537007859
18_79710353	18	79710353	-0.842856733709489
18_79710359	18	79710359	-0.854280239598583
18_79714626	18	79714626	-1.42055471941496
18_79714679	18	79714679	-1.15196078823927
18_79714711	18	79714711	-1.09103178959694
18_79715062	18	79715062	-0.798984257092676
18_79717536	18	79717536	-0.990968911566964
18_79717822	18	79717822	-0.688560267399025
18_79899561	18	79899561	-1.07092421614836
18_79919274	18	79919274	-0.973070005539407
18_79919290	18	79919290	-0.92956836690282
18_79943597	18	79943597	-0.92956836690282
18_79968135	18	79968135	-0.679590113894473
18_79986623	18	79986623	-0.801244269927281
18_80045778	18	80045778	-1.35406619543073
18_80046017	18	80046017	-0.712756977829672
18_80135800	18	80135800	-1.3232322153891
18_80136425	18	80136425	-0.579071119818687
18_80136490	18	80136490	-0.208284394968884
18_80136640	18	80136640	-1.07766700589195
18_80136687	18	80136687	-0.838802902979638
18_80136961	18	80136961	-1.12025192851193
18_80138359	18	80138359	-0.817923011073911
18_80138425	18	80138425	-0.834709180561379
18_80147443	18	80147443	-0.798323833624568
18_80147457	18	80147457	-0.607640272015458
18_80159841	18	80159841	-0.452246589369634
18_80160173	18	80160173	-0.985063479494524
18_80160410	18	80160410	-1.01495985813347
19_282753	19	282753	-1.18011182855342
19_302442	19	302442	-0.92956836690282
19_302496	19	302496	-3.90357315836988
19_304213	19	304213	-1.44309572958103
19_307145	19	307145	-1.07092421614836
19_307526	19	307526	-0.95062998243065
19_313633	19	313633	-0.615459776474757
19_326527	19	326527	-0.494352985686346
19_327207	19	327207	-0.24792984676999
19_334474	19	334474	-1.09949336834513
19_362283	19	362283	-0.998281116986834
19_362338	19	362338	-0.497852126477346
19_362401	19	362401	-0.394236633906265
19_372661	19	372661	-0.691408629708056
19_375976	19	375976	-0.750018946572108
19_375996	19	375996	-0.763558415463891
19_376008	19	376008	-0.761840921164754
19_406497	19	406497	-0.917694266614529
19_407582	19	407582	-0.840301028805733
19_407681	19	407681	-0.499423975233768
19_407870	19	407870	-0.643264181746179
19_407900	19	407900	-0.63218245627825
19_408157	19	408157	-0.401636811218043
19_418948	19	418948	-1.02910404045373
19_422075	19	422075	-1.11177169812357
19_422238	19	422238	-1.12221344484522
19_425131	19	425131	-1.11243242405263
19_434853	19	434853	-0.954230421137089
19_436181	19	436181	-0.561836582402333
19_438830	19	438830	-0.786204191731643
19_464080	19	464080	-1.0529507824081
19_464207	19	464207	-0.770090152895624
19_464254	19	464254	-0.752690604818741
19_464310	19	464310	-0.595830969725825
19_467740	19	467740	-0.796301836039356
19_472473	19	472473	-0.817923011073911
19_474688	19	474688	-0.960595262523445
19_496532	19	496532	-1.12596557970632
19_498524	19	498524	-0.541497915224246
19_498718	19	498718	-0.532909396938831
19_498782	19	498782	-0.497457354265035
19_498782.1	19	498782	-0.497457354265035
19_501682	19	501682	-0.53725094412406
19_501701	19	501701	-0.801244269927281
19_501743	19	501743	-0.960595262523445
19_501749	19	501749	-0.848531794811914
19_501801	19	501801	-0.62088284879631
19_501876	19	501876	-0.508104598464544
19_501909	19	501909	-0.684455869066289
19_504797	19	504797	-0.591152149226889
19_504948	19	504948	-0.702157870799748
19_519018	19	519018	-0.60026074164986
19_532066	19	532066	-0.653358572321293
19_536335	19	536335	-0.707175945566372
19_538687	19	538687	-0.551056743649091
19_538930	19	538930	-0.736923288960424
19_538961	19	538961	-0.759643365460508
19_548612	19	548612	-0.638105552742509
19_549041	19	549041	-0.92956836690282
19_549080	19	549080	-1.05155889128143
19_549171	19	549171	-0.630008085043912
19_549777	19	549777	-0.688560267399025
19_578105	19	578105	-1.25971696859515
19_579630	19	579630	-1.16519661539596
19_580665	19	580665	-0.978477967383767
19_580710	19	580710	-0.849398018218837
19_590172	19	590172	-0.754481660344729
19_590323	19	590323	-0.793913267545254
19_590363	19	590363	-0.589492925305198
19_590365	19	590365	-0.560923773108428
19_603625	19	603625	-0.422608378182937
19_603634	19	603634	-0.4600830836016
19_603749	19	603749	-0.785178457567645
19_603769	19	603769	-0.87579711046184
19_603826	19	603826	-0.700086520780053
19_603874	19	603874	-0.548478199547314
19_605147	19	605147	-0.626176223452886
19_605171	19	605171	-0.687367464486192
19_616429	19	616429	-0.898541471282196
19_617466	19	617466	-0.715861673432595
19_618547	19	618547	-0.607640272015458
19_619021	19	619021	-0.674009081631173
19_620407	19	620407	-1.17145696386507
19_621076	19	621076	-0.686297215890457
19_621126	19	621126	-0.63583716384611
19_621148	19	621148	-0.742482814302325
19_621561	19	621561	-0.754481660344729
19_622203	19	622203	-0.478906957893255
19_622336	19	622336	-0.492835796524657
19_622367	19	622367	-0.4984112022607
19_622832	19	622832	-0.857055867118452
19_623546	19	623546	-1.18254910807269
19_624894	19	624894	-0.187366124370467
19_629639	19	629639	-0.74112327748971
19_630130	19	630130	-0.662088056037834
19_633357	19	633357	-0.589492925305198
19_633381	19	633381	-0.804037484818961
19_633521	19	633521	-0.763107220764079
19_643250	19	643250	-0.648386614358767
19_643568	19	643568	-0.697752691679747
19_651684	19	651684	-0.813244248935588
19_651704	19	651704	-0.845910437855911
19_651852	19	651852	-0.756236764017259
19_651852.1	19	651852	-0.756236764017259
19_676521	19	676521	-0.589492925305198
19_685833	19	685833	-1.1622291236931
19_686965	19	686965	-1.09949336834513
19_687035	19	687035	-1.15986598632461
19_687077	19	687077	-0.856636844448969
19_687078	19	687078	-0.897859507175482
19_687112	19	687112	-0.793066366997958
19_687142	19	687142	-0.904033274795683
19_691909	19	691909	-0.806420136129955
19_691951	19	691951	-0.630008085043912
19_731144	19	731144	-1.03319099797698
19_731176	19	731176	-1.12221344484522
19_740436	19	740436	-0.948933691769752
19_746409	19	746409	-1.05155889128143
19_756985	19	756985	-1.073958276238
19_757177	19	757177	-0.770090152895624
19_757399	19	757399	-0.564283902821076
19_757483	19	757483	-0.673729462473231
19_757606	19	757606	-1.13601924437025
19_757634	19	757634	-0.743155242671939
19_757639	19	757639	-0.812211416264662
19_757887	19	757887	-0.624713785374399
19_757971	19	757971	-0.613094702107566
19_758497	19	758497	-1.19260277273661
19_763550	19	763550	-0.691408629708056
19_804456	19	804456	-1.07981100248343
19_804496	19	804496	-0.989689359340391
19_804613	19	804613	-0.92956836690282
19_806451	19	806451	-0.95062998243065
19_806481	19	806481	-1.18895499572147
19_808673	19	808673	-0.551056743649091
19_813220	19	813220	-0.446626803122173
19_813251	19	813251	-0.456316253678681
19_813407	19	813407	-0.344605866181664
19_813697	19	813697	-1.12750774451473
19_813841	19	813841	-0.736923288960424
19_814452	19	814452	-1.31951488521883
19_814461	19	814461	-1.17057646640662
19_814680	19	814680	-0.620085038382103
19_815238	19	815238	-1.01703120815316
19_815254	19	815254	-1.03919285807732
19_815319	19	815319	-0.743155242671939
19_815719	19	815719	-0.542545243793573
19_815750	19	815750	-0.671770609435174
19_815786	19	815786	-0.868167822238677
19_821527	19	821527	-0.842105525652481
19_829568	19	829568	-1.08157146034787
19_830820	19	830820	-0.796301836039356
19_830854	19	830854	-0.887340131513523
19_831866	19	831866	-0.425525861565232
19_843597	19	843597	-1.04886729527516
19_844020	19	844020	-0.92956836690282
19_846347	19	846347	-1.22133449127993
19_847944	19	847944	-0.853619513669522
19_856014	19	856014	-0.862454171044283
19_860766	19	860766	-0.614695029549408
19_863118	19	863118	-0.70917829847752
19_863170	19	863170	-0.723984233252926
19_868115	19	868115	-1.6951031132658
19_868276	19	868276	-1.07315922053167
19_868320	19	868320	-0.859859395091416
19_868329	19	868329	-0.858485268841338
19_868331	19	868331	-0.744012713746744
19_868355	19	868355	-0.915068797207705
19_868412	19	868412	-0.411437374659873
19_871135	19	871135	-0.561836582402333
19_871189	19	871189	-0.547320802741646
19_871651	19	871651	-0.697752691679747
19_871987	19	871987	-0.627539829453163
19_872964	19	872964	-1.6951031132658
19_875272	19	875272	-0.880658766421874
19_880057	19	880057	-0.305716852788069
19_880066	19	880066	-0.330106296486549
19_880078	19	880078	-0.323232215389097
19_885818	19	885818	-1.19260277273661
19_885908	19	885908	-0.720115001273871
19_890165	19	890165	-0.944215142867222
19_890414	19	890414	-0.423382979565781
19_897479	19	897479	-1.08157146034787
19_897548	19	897548	-0.566998287518112
19_929678	19	929678	-0.792064843152885
19_929741	19	929741	-0.741941363727049
19_929753	19	929753	-0.804037484818961
19_966693	19	966693	-0.700086520780053
19_966714	19	966714	-0.868167822238677
19_966831	19	966831	-0.984016150925197
19_966854	19	966854	-0.92956836690282
19_971933	19	971933	-0.422608378182937
19_984510	19	984510	-0.645775400902229
19_984533	19	984533	-0.804037484818961
19_984554	19	984554	-0.652034391373912
19_990891	19	990891	-0.522943107440177
19_994075	19	994075	-0.914461474512612
19_994224	19	994224	-0.888926382405475
19_994249	19	994249	-0.874426812710359
19_1000743	19	1000743	-0.552005573042639
19_1000786	19	1000786	-0.457197692558025
19_1000800	19	1000800	-0.50792813279973
19_1003173	19	1003173	-1.06283489776628
19_1003443	19	1003443	-0.903573158369876
19_1003697	19	1003697	-0.944215142867222
19_1003705	19	1003705	-0.944518708368792
19_1004710	19	1004710	-0.618209513725645
19_1004711	19	1004711	-0.584656954014619
19_1004725	19	1004725	-0.485266273118782
19_1004741	19	1004741	-0.63583716384611
19_1004809	19	1004809	-0.892093661484157
19_1004845	19	1004845	-0.833990706920589
19_1004884	19	1004884	-0.47209560130358
19_1005067	19	1005067	-1.41499519407306
19_1005231	19	1005231	-1.2674380056592
19_1005293	19	1005293	-1.04821286340144
19_1005335	19	1005335	-1.51453086762398
19_1005532	19	1005532	-1.1833249591486
19_1008217	19	1008217	-0.75780201863634
19_1008646	19	1008646	-0.955103459009958
19_1008705	19	1008705	-0.251496461790183
19_1008802	19	1008802	-1.4821093899316
19_1009190	19	1009190	-0.870674677849252
19_1009366	19	1009366	-0.840759099944964
19_1009414	19	1009414	-0.687595576596856
19_1009486	19	1009486	-1.15196078823927
19_1010522	19	1010522	-0.885625019315224
19_1010674	19	1010674	-1.15697886300589
19_1010683	19	1010683	-1.14679908312349
19_1010692	19	1010692	-1.00929555937355
19_1011507	19	1011507	-0.446626803122173
19_1013256	19	1013256	-1.45794733925761
19_1014378	19	1014378	-1.11177169812357
19_1032703	19	1032703	-1.25149646179018
19_1042334	19	1042334	-1.00551722013612
19_1042810	19	1042810	-1.26021367889129
19_1043104	19	1043104	-0.732531519843267
19_1043184	19	1043184	-0.795267275191229
19_1043416	19	1043416	-0.645775400902229
19_1046263	19	1046263	-0.729798854527043
19_1047003	19	1047003	-0.723117489435394
19_1047162	19	1047162	-0.370140958288802
19_1047337	19	1047337	-0.984016150925197
19_1049306	19	1049306	-0.804037484818961
19_1051215	19	1051215	-0.488995775516839
19_1052006	19	1052006	-0.774593706926479
19_1053525	19	1053525	-0.800285349957854
19_1054061	19	1054061	-0.470136748265523
19_1054298	19	1054298	-0.695103113265797
19_1054325	19	1054325	-0.880658766421874
19_1055192	19	1055192	-1.0642178935976
19_1056066	19	1056066	-0.622907028668768
19_1056228	19	1056228	-1.02578368216212
19_1057344	19	1057344	-1.04740485719668
19_1058185	19	1058185	-0.885625019315224
19_1058636	19	1058636	-1.57342455667755
19_1058910	19	1058910	-0.544904516667495
19_1061805	19	1061805	-0.77429014142491
19_1062279	19	1062279	-0.555753530350489
19_1064194	19	1064194	-0.473888883126631
19_1065019	19	1065019	-0.478906957893255
19_1065098	19	1065098	-0.61762436058808
19_1068653	19	1068653	-0.444141539732579
19_1068735	19	1068735	-0.303963881684318
19_1068739	19	1068739	-0.316591490012068
19_1075108	19	1075108	-0.463904794554009
19_1077865	19	1077865	-0.50507053837491
19_1077986	19	1077986	-0.847106206710847
19_1080312	19	1080312	-0.818537054514076
19_1080682	19	1080682	-0.75780201863634
19_1081859	19	1081859	-0.559618757152514
