	Chromosome	Position	96RT_TISSUE_vs_96RT_PBMC.tumour
19_51016024	19	51016024	0.481807110191289
19_51016090	19	51016090	0.593740388874425
19_51016098	19	51016098	0.593740388874425
19_51022599	19	51022599	0.0794008697889451
19_51023169	19	51023169	-0.15472084412961
19_51024688	19	51024688	-0.488721771317548
19_51024706	19	51024706	-0.266935651751271
19_51024714	19	51024714	-0.26732342088165
19_51031874	19	51031874	0.19181838938584
19_51034426	19	51034426	0.14662291860166
19_51058550	19	51058550	-0.276282824010523
19_51060008	19	51060008	-0.142936925734245
19_51060505	19	51060505	-0.316622398640898
19_51063686	19	51063686	-0.168298387180644
19_51063808	19	51063808	-0.356370735333215
19_51078833	19	51078833	0.361294302874054
19_51079628	19	51079628	0.0372718039785652
19_51081532	19	51081532	-0.402290708922629
19_51081601	19	51081601	-0.142683754716505
19_51081646	19	51081646	-0.00406899140233423
19_51081659	19	51081659	0.0667696109124451
19_51081694	19	51081694	0.253538122518172
19_51098781	19	51098781	0.192819392056277
19_51104162	19	51104162	-0.23674255399275
19_51125272	19	51125272	-0.201515055608551
19_51125348	19	51125348	-0.100957834825621
19_51125731	19	51125731	-0.0132484181767297
19_51125856	19	51125856	0.189439274333342
19_51127225	19	51127225	-0.290782393705639
19_51127228	19	51127228	-0.185812834104096
19_51128803	19	51128803	-0.0222935577797367
19_51128888	19	51128888	-0.0346840350822214
19_51130025	19	51130025	-0.195923207364197
19_51142469	19	51142469	0.301559637381115
19_51142723	19	51142723	-0.0277479878718449
19_51142786	19	51142786	0.159020523733882
19_51144434	19	51144434	0.108825065003599
19_51153197	19	51153197	0.0653614165196366
19_51225590	19	51225590	-0.460707395147951
19_51225960	19	51225960	-0.290782393705639
19_51225978	19	51225978	-0.452533463702251
19_51226338	19	51226338	-0.280728729041716
19_51235632	19	51235632	0.258556197284796
19_51235662	19	51235662	0.00257654898495308
19_51235678	19	51235678	0.0163071922060908
19_51323672	19	51323672	-0.235640839513178
19_51323680	19	51323680	-0.0981373157632427
19_51328696	19	51328696	0.189843447200782
19_51338058	19	51338058	0.092546245845867
19_51338094	19	51338094	0.0502545241294283
19_51339080	19	51339080	0.0134746748546681
19_51341159	19	51341159	0.277878294686417
19_51341499	19	51341499	0.274814782148587
19_51341724	19	51341724	0.0687599929815016
19_51347036	19	51347036	0.219166752598672
19_51367068	19	51367068	0.344453313496741
19_51367098	19	51367098	0.00561060907458626
19_51367778	19	51367778	0.0867804001545425
19_51367924	19	51367924	0.238997191746209
19_51368041	19	51368041	0.124255105573205
19_51371971	19	51371971	-0.0489644737815405
19_51372032	19	51372032	-0.123963303131148
19_51380628	19	51380628	0.0543530923430489
19_51387387	19	51387387	0.140933846719836
19_51411102	19	51411102	0.324553756059036
19_51413724	19	51413724	-0.0537431964047892
19_51415262	19	51415262	-0.171729722061875
19_51415983	19	51415983	-0.249559730979126
19_51416032	19	51416032	-0.398423116893608
19_51417359	19	51417359	-0.111812252660319
19_51454228	19	51454228	0.265228733319388
19_51454239	19	51454239	0.20964659680385
19_51454240	19	51454240	0.237713155356489
19_51454252	19	51454252	0.244711430751218
19_51454302	19	51454302	0.124255105573205
19_51457463	19	51457463	0.216821224309278
19_51458250	19	51458250	0.128756497808146
19_51480410	19	51480410	0.254022980543535
19_51480419	19	51480419	0.162935573737265
19_51481473	19	51481473	-0.197672989314157
19_51483163	19	51483163	-0.0111651036762406
19_51496897	19	51496897	-0.0735516774849695
19_51496938	19	51496938	0.0328320778096104
19_51497370	19	51497370	0.0140721878227823
19_51497418	19	51497418	-0.0136728026601221
19_51499485	19	51499485	-0.11763349138904
19_51499592	19	51499592	0.118861846802987
19_51500077	19	51500077	-0.192004239227465
19_51500134	19	51500134	0.058963645321486
19_51500249	19	51500249	0.124255105573205
19_51501489	19	51501489	0.389337340055858
19_51501649	19	51501649	0.341846540645832
19_51531295	19	51531295	-0.0236783235627979
19_51573375	19	51573375	-0.158678857698294
19_51581842	19	51581842	-0.122659634897312
19_51586642	19	51586642	-0.259073533978301
19_51586729	19	51586729	-0.345823757263601
19_51586761	19	51586761	-0.410081322077983
19_51586968	19	51586968	-0.562084415523033
19_51587546	19	51587546	-0.169476097483505
19_51612392	19	51612392	-0.0950579228312708
19_51626073	19	51626073	0.0444017978839904
19_51627535	19	51627535	-0.303166118161471
19_51627678	19	51627678	-0.414164809210921
19_51627996	19	51627996	-0.223668197847102
19_51628043	19	51628043	-0.0773787555964453
19_51643368	19	51643368	0.1043555481355
19_51643616	19	51643616	-0.208320233513666
19_51693559	19	51693559	0.525995782238591
19_51703095	19	51703095	0.451419848826714
19_51704034	19	51704034	0.0972880579729358
19_51704275	19	51704275	-0.0156751555712699
19_51704328	19	51704328	-0.201145181220962
19_51713469	19	51713469	0.273118491487688
19_51713921	19	51713921	-0.154460922492858
19_51714134	19	51714134	0.0240909436477731
19_51714142	19	51714142	-0.145584478165703
19_51719407	19	51719407	-0.120857392263326
19_51719868	19	51719868	0.279824814038448
19_51719924	19	51719924	0.124255105573205
19_51719927	19	51719927	0.168649224931659
19_51746002	19	51746002	-0.13100194966887
19_51746427	19	51746427	0.20060599170332
19_51746442	19	51746442	0.1492591117031
19_51746449	19	51746449	0.139521862226516
19_51746507	19	51746507	0.134747479390847
19_51746556	19	51746556	0.144865385248491
19_51746616	19	51746616	0.0271876876130404
19_51746647	19	51746647	0.199022873975178
19_51746689	19	51746689	0.325431040999957
19_51746694	19	51746694	0.311133240296715
19_51824531	19	51824531	-0.0316951723885077
19_51872556	19	51872556	0.168649224931659
19_51872787	19	51872787	0.216177595014244
19_51872866	19	51872866	0.302042224788488
19_51872873	19	51872873	0.278583251964499
19_51872973	19	51872973	0.0354458386153494
19_51873053	19	51873053	-0.102922378328619
19_51873254	19	51873254	-0.0241367343194659
19_51873699	19	51873699	-0.124132524296187
19_51878392	19	51878392	-0.0219656352778386
19_51878501	19	51878501	0.124255105573205
19_51890710	19	51890710	-0.16525151162178
19_51890735	19	51890735	-0.122659634897312
19_51891081	19	51891081	0.0955723508691203
19_51891701	19	51891701	-0.220772672457896
19_51945007	19	51945007	-0.0981373157632427
19_51945139	19	51945139	-0.0315395670342188
19_51945416	19	51945416	0.124255105573205
19_51948647	19	51948647	-0.0645065378819626
19_51965025	19	51965025	0.078863202759191
19_51965274	19	51965274	0.0260747116343019
19_51965298	19	51965298	0.157575178773232
19_51965745	19	51965745	-0.0955261023067047
19_51969036	19	51969036	0.339460986316384
19_51969069	19	51969069	0.258556197284796
19_51993982	19	51993982	-0.0877953715417837
19_51993997	19	51993997	-0.0792782885119268
19_51994428	19	51994428	-0.36424455564666
19_51994492	19	51994492	0.092546245845867
19_51994690	19	51994690	-0.00127577651065367
19_52002210	19	52002210	-0.30826982043448
19_52002224	19	52002224	-0.386706813704174
19_52017144	19	52017144	0.0885050806240032
19_52017354	19	52017354	0.0795860562394768
19_52018043	19	52018043	-0.0187028482688379
19_52034081	19	52034081	0.164897090070551
19_52034165	19	52034165	0.119501575602571
19_52034323	19	52034323	-0.178307664447226
19_52034402	19	52034402	0.24355403394555
19_52035041	19	52035041	-0.0142647585082229
19_52035410	19	52035410	-0.379787399764384
19_52065143	19	52065143	-0.317918523643153
19_52066186	19	52066186	0.311882108748977
19_52067333	19	52067333	-0.0417548458657241
19_52067461	19	52067461	0.0180557017412802
19_52115302	19	52115302	-0.342312694345721
19_52115356	19	52115356	-0.225687365483754
19_52115418	19	52115418	0.015320734020041
19_52115469	19	52115469	0.257343338835146
19_52115812	19	52115812	0.16405611363118
19_52116096	19	52116096	0.130204371904391
19_52117016	19	52117016	-0.0563171400686156
19_52124096	19	52124096	-0.203319552455299
19_52154978	19	52154978	0.133905275606925
19_52155257	19	52155257	-0.16525151162178
19_52155967	19	52155967	0.228327559720892
19_52156619	19	52156619	0.411537057653676
19_52156738	19	52156738	0.290133273952816
19_52156805	19	52156805	0.0585518585223756
19_52157026	19	52157026	0.193202459290697
19_52190204	19	52190204	0.183494308947881
19_52200275	19	52200275	-0.0077102346352996
19_52211466	19	52211466	0.244254881683835
19_52290075	19	52290075	0.077605012274384
19_52290460	19	52290460	0.0191730595156479
19_52321842	19	52321842	0.157575178773232
19_52321982	19	52321982	-0.0792782885119268
19_52354323	19	52354323	-0.0882895298068956
19_52354370	19	52354370	-0.13100194966887
19_52365719	19	52365719	-0.0862436371819894
19_52365988	19	52365988	0.0571409097146683
19_52366025	19	52366025	0.161729810991868
19_52366059	19	52366059	-0.101121174202064
19_52366281	19	52366281	0.271812293987063
19_52366361	19	52366361	0.302042224788488
19_52373131	19	52373131	0.180838633939573
19_52383878	19	52383878	0.124255105573205
19_52384129	19	52384129	0.266699370593411
19_52384174	19	52384174	0.166424559817145
19_52384184	19	52384184	0.207671113760843
19_52384777	19	52384777	0.105735017602407
19_52384957	19	52384957	0.0684673273874581
19_52414337	19	52414337	-0.372312279202237
19_52416068	19	52416068	0.20398229804394
19_52416180	19	52416180	0.20398229804394
19_52416371	19	52416371	0.294180107015518
19_52416719	19	52416719	0.101535029073122
19_52434086	19	52434086	0.133357312680458
19_52435198	19	52435198	0.0920147685729974
19_52435206	19	52435206	0.116392987800235
19_52438906	19	52438906	-0.182529503053615
19_52439420	19	52439420	0.158202437496543
19_52451254	19	52451254	0.16422151289085
19_52451400	19	52451400	-0.0792782885119268
19_52510766	19	52510766	0.247111853358739
19_52511093	19	52511093	0.0490676091789863
19_52511169	19	52511169	0.196569310389095
19_52511239	19	52511239	0.0885050806240032
19_52511598	19	52511598	0.145950176672524
19_52512131	19	52512131	0.430241656591546
19_52553700	19	52553700	-0.490091201929045
19_52553735	19	52553735	-0.279641836100438
19_52554063	19	52554063	-0.0529852793708676
19_52554397	19	52554397	-0.0318640963440768
19_52554457	19	52554457	-0.192935070307494
19_52554887	19	52554887	-0.0156751555712699
19_52582406	19	52582406	0.141228184176919
19_52582560	19	52582560	0.0583671699167479
19_52582594	19	52582594	-0.0671991385905685
19_52582779	19	52582779	-0.233066895849351
19_52582871	19	52582871	-0.162458296730099
19_52613261	19	52613261	-0.0471133127387759
19_52613603	19	52613603	0.383231294832646
19_52613612	19	52613612	0.436199111887946
19_52613686	19	52613686	-0.34811556877159
19_52613692	19	52613692	-0.475206964843066
19_52613696	19	52613696	-0.428285917455574
19_52614278	19	52614278	0.0955723508691203
19_52614356	19	52614356	0.142177013570468
19_52614532	19	52614532	0.0332200294195823
19_52614556	19	52614556	-0.0403755961995942
19_52614701	19	52614701	-0.227357013564005
19_52618749	19	52618749	-0.239252093065557
19_52618756	19	52618756	-0.176323669120724
19_52653459	19	52653459	-0.375949776968316
19_52653690	19	52653690	-0.00698942770504733
19_52653691	19	52653691	0.0417929453812322
19_52653711	19	52653711	-0.0403755961995942
19_52705109	19	52705109	-0.0209428099667304
19_52705431	19	52705431	-0.142936925734245
19_52706102	19	52706102	0.0898216085093311
19_52706114	19	52706114	0.0531720075117227
19_52706300	19	52706300	-0.160198283895494
19_52706493	19	52706493	-0.298518042485244
19_52714126	19	52714126	-0.352182938369782
19_52715887	19	52715887	0.159879015303927
19_52760423	19	52760423	0.297903193058235
19_52765742	19	52765742	-0.0700137148488548
19_52766001	19	52766001	0.144865385248491
19_52766233	19	52766233	0.607037211487883
19_52767131	19	52767131	-0.0701832541922416
19_52767673	19	52767673	-0.112445152447126
19_52800206	19	52800206	-0.0813290280766888
19_52800452	19	52800452	-0.0392436267096742
19_52800522	19	52800522	0.186539383827548
19_52800637	19	52800637	-0.0762778817995035
19_52800827	19	52800827	-0.0113999937843611
19_52801195	19	52801195	0.407836888811085
19_52801310	19	52801310	0.381642948265857
19_52840766	19	52840766	0.185655650237349
19_52841421	19	52841421	0.196569310389095
19_52841448	19	52841448	0.26175862932314
19_52841666	19	52841666	0.0660099645372519
19_52842118	19	52842118	-0.0116283225085677
19_52846597	19	52846597	0.277501365868887
19_52849106	19	52849106	-0.239798464986834
19_52853986	19	52853986	-0.16525151162178
19_52862680	19	52862680	-0.399716765258803
19_52862748	19	52862748	-0.368784905706912
19_52864085	19	52864085	-0.0613005475828714
19_52864139	19	52864139	0.242091595867064
19_52880932	19	52880932	0.260627547304491
19_52906624	19	52906624	0.194644433464603
19_52906723	19	52906723	0.0571409097146683
19_52907068	19	52907068	0.203326676564404
19_52907120	19	52907120	0.40756190643326
19_52907453	19	52907453	0.279229765549546
19_52907575	19	52907575	0.198602447033286
19_52907749	19	52907749	0.20398229804394
19_52908094	19	52908094	-0.191246720154724
19_52908115	19	52908115	0.22379077912412
19_52917655	19	52917655	0.22379077912412
19_52923516	19	52923516	0.0591600773513201
19_52923573	19	52923573	0.0452668094263766
19_52928975	19	52928975	-0.161499376760672
19_52929032	19	52929032	0.00294880935107177
19_52929131	19	52929131	-0.0879655107059516
19_52950416	19	52950416	-0.128229380919679
19_52950524	19	52950524	0.390856126427191
19_52950620	19	52950620	0.0877292295480913
19_52950627	19	52950627	-0.0421032808489148
19_52950805	19	52950805	0.104077223635575
19_52950812	19	52950812	0.117302344931438
19_52950834	19	52950834	0.266699370593411
19_52951222	19	52951222	0.204294603498322
19_53009550	19	53009550	0.0633261069308736
19_53009888	19	53009888	0.015320734020041
19_53010194	19	53010194	-0.143941005376367
19_53010669	19	53010669	-0.202555210693903
19_53050433	19	53050433	0.200753243047249
19_53050502	19	53050502	0.177366442032768
19_53050822	19	53050822	-0.492416254875289
19_53068446	19	53068446	0.356336583078087
19_53068496	19	53068496	0.312558636330372
19_53069241	19	53069241	-0.259976346924464
19_53069889	19	53069889	-0.0462443314892342
19_53069945	19	53069945	0.0462525935719321
19_53069983	19	53069983	-0.0376634567369274
19_53074183	19	53074183	0.198733321532482
19_53108466	19	53108466	0.283911771561691
19_53109058	19	53109058	0.156676583265582
19_53109356	19	53109356	0.00294880935107177
19_53109492	19	53109492	-0.218026051270324
19_53109504	19	53109504	-0.335176513064092
19_53109532	19	53109532	-0.218889475223853
19_53123583	19	53123583	0.311882108748977
19_53129643	19	53129643	-0.360045056142752
19_53132882	19	53132882	0.158202437496543
19_53140859	19	53140859	0.118738100605639
19_53141451	19	53141451	-0.299243972453835
19_53141526	19	53141526	-0.259531459721199
19_53142038	19	53142038	0.105876576258351
19_53164551	19	53164551	-0.0952315845878317
19_53164577	19	53164577	-0.143225205291781
19_53164660	19	53164660	0.503748487994382
19_53164687	19	53164687	0.6497165945457
19_53165296	19	53165296	-0.199359365942044
19_53166030	19	53166030	0.290265057012134
19_53166239	19	53166239	0.0472140698093773
19_53175508	19	53175508	0.103496545406408
19_53179704	19	53179704	0.178702889595582
19_53179735	19	53179735	0.0623273564300033
19_53236975	19	53236975	-0.349676082759207
19_53237569	19	53237569	0.0665396077169177
19_53237767	19	53237767	0.106107758862946
19_53237815	19	53237815	0.0962407294036086
19_53237935	19	53237935	0.22166760723115
19_53237966	19	53237966	0.0374502780359326
19_53238082	19	53238082	0.181705377757105
19_53243771	19	53243771	0.028677445590974
19_53258883	19	53258883	-0.210612045021655
19_53259029	19	53259029	-0.530248328401028
19_53259360	19	53259360	-0.0882895298068956
19_53259398	19	53259398	-0.0112598650832758
19_53259431	19	53259431	0.118738100605639
19_53267572	19	53267572	-0.322146564614974
19_53289789	19	53289789	-0.221519731268525
19_53289881	19	53289881	-0.16525151162178
19_53289922	19	53289922	-0.301837582214634
19_53289996	19	53289996	0.028677445590974
19_53290321	19	53290321	0.0667696109124451
19_53290343	19	53290343	0.0824349298785781
19_53351695	19	53351695	0.0516098037414392
19_53352608	19	53352608	0.105146282625501
19_53353096	19	53353096	0.31391632507678
19_53353112	19	53353112	0.344943220697404
19_53380786	19	53380786	-0.113139479102489
19_53381159	19	53381159	0.077605012274384
19_53381773	19	53381773	0.0173399016566932
19_53382007	19	53382007	-0.120857392263326
19_53407788	19	53407788	0.201422966095665
19_53408407	19	53408407	-0.168791869327028
19_53408533	19	53408533	-0.329256541520274
19_53449917	19	53449917	0.0860719116853172
19_53455009	19	53455009	0.273831461623715
19_53455544	19	53455544	-0.252308245891003
19_53456206	19	53456206	0.136638830029038
19_53456314	19	53456314	-0.0757695027347881
19_53456361	19	53456361	-0.0277479878718449
19_53490416	19	53490416	0.034057296601627
19_53490427	19	53490427	0.102228799243206
19_53490734	19	53490734	0.431232858994596
19_53491168	19	53491168	0.249785987657064
19_53491210	19	53491210	-0.368784905706912
19_53491365	19	53491365	0.168649224931659
19_53576890	19	53576890	-0.0813290280766888
19_53577754	19	53577754	-0.281132223671919
19_53577877	19	53577877	-0.2456945041771
19_53636914	19	53636914	0.0333466093749949
19_53801282	19	53801282	-0.140756949701031
19_53803961	19	53803961	-0.012680539782903
19_53805300	19	53805300	-0.475206964843066
19_53807532	19	53807532	0.280374307490487
19_53807597	19	53807597	0.134523441027032
19_53810222	19	53810222	-0.30785590706458
19_53810312	19	53810312	0.0717876856790699
19_53810489	19	53810489	-0.138779300260589
19_53810699	19	53810699	0.359275135237403
19_53873673	19	53873673	0.0146306143987071
19_53874288	19	53874288	-0.0563171400686156
19_53874411	19	53874411	0.2385877810522
19_53884165	19	53884165	0.131908678116641
19_53891711	19	53891711	0.397273599979621
19_53907322	19	53907322	0.0247194320222907
19_53942366	19	53942366	0.291297598482396
19_53942460	19	53942460	0.0612029350379037
19_54041932	19	54041932	0.324876904238434
19_54042277	19	54042277	-0.0959662167216154
19_54042503	19	54042503	0.107381287008809
19_54070047	19	54070047	0.0132237931844613
19_54074013	19	54074013	0.101535029073122
19_54074053	19	54074053	0.182671791798527
19_54074167	19	54074167	0.0791672160446674
19_54095854	19	54095854	-0.128510964806762
19_54096137	19	54096137	0.271812293987063
19_54106863	19	54106863	0.242091595867064
19_54108033	19	54108033	0.14790637363785
19_54115619	19	54115619	0.138060905098236
19_54123785	19	54123785	-0.0526226565108741
19_54124536	19	54124536	0.387289511406999
19_54131393	19	54131393	0.202757079251923
19_54145708	19	54145708	0.00619934405149309
19_54146033	19	54146033	0.466856768725317
19_54149567	19	54149567	0.234308651038119
19_54152972	19	54152972	0.20964659680385
19_54153213	19	54153213	0.622802854476888
19_54153221	19	54153221	0.676796128601984
19_54153311	19	54153311	0.664479291529077
19_54155902	19	54155902	0.239732322993141
19_54156825	19	54156825	-0.233066895849351
19_54158305	19	54158305	-0.0151479510922113
19_54158401	19	54158401	-0.23674255399275
19_54164447	19	54164447	0.145316721101035
19_54164491	19	54164491	0.282592132740306
19_54171874	19	54171874	0.178702889595582
19_54171960	19	54171960	0.236147985644103
19_54172032	19	54172032	0.138468964792906
19_54174099	19	54174099	0.303961127808103
19_54174383	19	54174383	-0.0434723401648612
19_54188303	19	54188303	0.0185456644020903
19_54191403	19	54191403	0.00467348982053258
19_54191791	19	54191791	-0.0365989054541105
19_54191871	19	54191871	0.0521053198173699
19_54192316	19	54192316	0.321147154615787
19_54193858	19	54193858	0.256705401596855
19_54206286	19	54206286	-0.0922367143235586
19_54206558	19	54206558	-0.212779881704365
19_54207461	19	54207461	-0.143225205291781
19_54217126	19	54217126	0.291491019487877
19_54217156	19	54217156	0.291855054069274
19_54217323	19	54217323	0.347881126848764
19_54217418	19	54217418	0.132292424638624
19_54218406	19	54218406	-0.298687591790985
19_54219869	19	54219869	-0.163232343985128
19_54219881	19	54219881	-0.0918783252915604
19_54219897	19	54219897	-0.126395575804756
19_54242743	19	54242743	-0.0691859420671138
19_54250807	19	54250807	0.0612029350379037
19_54252059	19	54252059	0.199745305157469
19_54252074	19	54252074	0.100985326250358
19_54252099	19	54252099	-0.031138577072619
19_54252379	19	54252379	0.178702889595582
19_54256513	19	54256513	-0.197672989314157
19_54256518	19	54256518	-0.167925645920105
19_54276808	19	54276808	0.349042042050036
19_54277569	19	54277569	0.128756497808146
19_54278436	19	54278436	0.564827696959187
19_54279030	19	54279030	-0.0708167097637307
19_54279457	19	54279457	0.165163049153411
19_54279520	19	54279520	0.159250526929409
19_54279530	19	54279530	0.163783469759843
19_54280032	19	54280032	-0.00390124591747714
19_54280068	19	54280068	0.124255105573205
19_54307529	19	54307529	-0.449980988554892
19_54311472	19	54311472	-0.493599276705326
19_54333718	19	54333718	-0.290782393705639
19_54333719	19	54333719	-0.290782393705639
19_54337414	19	54337414	-0.0464440815817498
19_54337982	19	54337982	0.311253620374459
19_54338128	19	54338128	0.0977828942120142
19_54338192	19	54338192	0.132716684321401
19_54338220	19	54338220	0.244549339290917
19_54355963	19	54355963	0.159879015303927
19_54356251	19	54356251	-0.0581216369153636
19_54356963	19	54356963	-0.0277479878718449
19_54361050	19	54361050	-0.290782393705639
19_54361088	19	54361088	-0.298956325151339
19_54361124	19	54361124	-0.229381849041495
19_54361193	19	54361193	-0.0456698958691073
19_54364787	19	54364787	0.0179703124339903
19_54435568	19	54435568	-0.134380836363072
19_54452226	19	54452226	0.124255105573205
19_54452692	19	54452692	0.401095310932029
19_54455378	19	54455378	0.0795860562394768
19_54455565	19	54455565	0.446183200460568
19_54456174	19	54456174	0.73387966052863
19_54456434	19	54456434	0.583686724210502
19_54457792	19	54457792	0.180838633939573
19_54457951	19	54457951	0.499764240665412
19_54458569	19	54458569	0.55518397762194
19_54458823	19	54458823	0.484151050659588
19_54462206	19	54462206	-0.278291449522442
19_54462300	19	54462300	0.294180107015518
19_54462885	19	54462885	-0.112185090248876
19_54463168	19	54463168	0.199543232877442
19_54463420	19	54463420	0.187680485714839
19_54508046	19	54508046	-0.0981373157632427
19_54508164	19	54508164	-0.0198210721002159
19_54533823	19	54533823	0.0948712987921108
19_54533860	19	54533860	0.0289746021400966
19_54533892	19	54533892	0.0672651269883756
19_54535766	19	54535766	0.214953415864942
19_54536986	19	54536986	0.180523325219951
19_54536998	19	54536998	0.0378403537557322
19_54537141	19	54537141	-0.522107939812094
19_54537142	19	54537142	-0.374846658494113
19_54573896	19	54573896	-0.161927328029214
19_54574418	19	54574418	0.0528704723364399
19_54574458	19	54574458	0.243041258023717
19_54574778	19	54574778	0.000680420454672553
19_54574782	19	54574782	-0.00698942770504733
19_54574829	19	54574829	0.0943018834715776
19_54574871	19	54574871	0.24022112362153
19_54575489	19	54575489	-0.217780562762732
19_54575829	19	54575829	0.451721384001998
19_54575846	19	54575846	0.520455962839193
19_54575995	19	54575995	0.602302402377849
19_54594257	19	54594257	-0.184791698017425
19_54594687	19	54594687	-0.193485192350724
19_54595125	19	54595125	-0.0521714618110623
19_54595151	19	54595151	0.0259530319614013
19_54595186	19	54595186	0.021601928510853
19_54595198	19	54595198	-0.0586089515766053
19_54595313	19	54595313	0.0581659151154328
19_54595400	19	54595400	0.187264903099005
19_54595758	19	54595758	0.116875575207608
19_54596389	19	54596389	-0.159537860427386
19_54600515	19	54600515	0.0869189543002323
19_54631288	19	54631288	0.105876576258351
19_54631706	19	54631706	0.115842865757005
19_54631712	19	54631712	-0.0357407786253753
19_54631750	19	54631750	-0.0308142909196283
19_54632235	19	54632235	-0.0879655107059516
19_54632531	19	54632531	0.179847431536522
19_54632818	19	54632818	0.0982598970402608
19_54633105	19	54633105	-0.132520309788906
19_54633172	19	54633172	-0.138779300260589
19_54633674	19	54633674	0.20398229804394
19_54634371	19	54634371	0.0398629182828327
19_54635564	19	54635564	0.0913046837719187
19_54635591	19	54635591	-0.138779300260589
19_54636798	19	54636798	0.124255105573205
19_54636845	19	54636845	0.334822091512864
19_54636858	19	54636858	0.38141294507033
19_54664289	19	54664289	-0.0225862827560659
19_54666280	19	54666280	0.130857840397452
19_54666697	19	54666697	0.129326095120627
19_54666720	19	54666720	0.075011586553356
19_54667913	19	54667913	-0.0485814912890104
19_54725281	19	54725281	-0.0489644737815405
19_54726211	19	54726211	-0.0891485325359882
19_54727702	19	54727702	0.0393662079866921
19_54727757	19	54727757	0.324553756059036
19_54803914	19	54803914	0.180838633939573
19_54804874	19	54804874	-0.00406899140233423
19_54805004	19	54805004	-0.159537860427386
19_54813964	19	54813964	0.216821224309278
19_54817566	19	54817566	-0.169476097483505
19_54818399	19	54818399	-0.0872489996205064
19_54818437	19	54818437	-0.136611463577878
19_54818542	19	54818542	0.0275790861615313
19_54819907	19	54819907	-0.0894515878970203
19_54819964	19	54819964	-0.170821769664726
19_54852027	19	54852027	-0.167047025283394
19_54852049	19	54852049	-0.031138577072619
19_54852214	19	54852214	-0.271153586956706
19_54853847	19	54853847	-0.0537431964047892
19_54853865	19	54853865	-0.212172559009272
19_54875365	19	54875365	-0.0331311845687482
19_54885488	19	54885488	-0.474004217761409
19_54888170	19	54888170	0.194644433464603
19_54888276	19	54888276	0.00877788815326922
19_54888317	19	54888317	0.00396087185549328
19_54888352	19	54888352	0.0857809577585695
19_54889796	19	54889796	-0.23674255399275
19_54889804	19	54889804	-0.301837582214634
19_54906668	19	54906668	0.118980163532531
19_54906696	19	54906696	-0.0355253384635641
19_54906724	19	54906724	-0.00605291677252578
19_54909442	19	54909442	-0.314629135660006
19_54923772	19	54923772	-0.157515862842175
19_54930534	19	54930534	-0.0166074302666445
19_54930603	19	54930603	-0.146392484370464
19_54930627	19	54930627	-0.147824439863596
19_54939067	19	54939067	-0.192004239227465
19_54939287	19	54939287	0.0780849241402791
19_54939328	19	54939328	-0.143225205291781
19_54939359	19	54939359	-0.0206932303378944
19_54939376	19	54939376	-0.0441424261225135
19_54939520	19	54939520	0.0266997961505317
19_54939524	19	54939524	0.00744144059045515
19_54939888	19	54939888	-0.660894022102966
19_54940118	19	54940118	0.239732322993141
19_54940429	19	54940429	-0.0859626018171404
19_54940918	19	54940918	-0.112784091727644
19_54941493	19	54941493	0.398288510356256
19_54970030	19	54970030	-0.256835061782301
19_54982509	19	54982509	-0.290782393705639
19_54982758	19	54982758	-0.158332097681989
19_54983284	19	54983284	0.0173399016566932
19_54983294	19	54983294	0.0334896416500228
19_54983434	19	54983434	-0.252308245891003
19_54983513	19	54983513	-0.0233020828406526
19_54985126	19	54985126	-0.0896425215977874
19_54986306	19	54986306	0.192159170075009
19_54990056	19	54990056	0.0645488594489375
19_55000769	19	55000769	0.106107758862946
19_55000864	19	55000864	-0.11390463162156
19_55014324	19	55014324	0.151222153173474
19_55014450	19	55014450	0.0798609862147519
19_55014526	19	55014526	-0.238314973811503
19_55014658	19	55014658	-0.148042221589556
19_55014974	19	55014974	0.188385442992921
19_55014991	19	55014991	-0.183867189789127
19_55015713	19	55015713	0.043953477482344
19_55018667	19	55018667	0.563612284047462
19_55027612	19	55027612	-0.420065410650605
19_55027681	19	55027681	0.380269083729227
19_55027693	19	55027693	0.298585286135519
19_55027798	19	55027798	0.180289140487533
19_55038222	19	55038222	0.0601247681534895
19_55047388	19	55047388	-0.290782393705639
19_55047438	19	55047438	0.0730297822180322
19_55056671	19	55056671	-0.14088696322258
19_55059206	19	55059206	-0.0327142407651942
19_55059247	19	55059247	0.242649806375435
19_55076454	19	55076454	0.0797364387945606
19_55079707	19	55079707	0.0847267413865677
19_55080166	19	55080166	-0.0851982600557445
19_55080822	19	55080822	0.208023463265803
19_55083628	19	55083628	0.0378403537557322
19_55086158	19	55086158	0.189843447200782
19_55087559	19	55087559	0.709217606294361
19_55093207	19	55093207	-0.188902779686425
19_55094732	19	55094732	0.503633472644467
19_55095305	19	55095305	-0.0882895298068956
19_55095529	19	55095529	-0.0700137148488548
19_55095576	19	55095576	-0.191246720154724
19_55103555	19	55103555	-0.47719551793652
19_55112690	19	55112690	-0.449044477622371
19_55117241	19	55117241	0.00660351691893217
19_55132805	19	55132805	0.124255105573205
19_55132957	19	55132957	0.329513180127798
19_55141216	19	55141216	-0.0928430160937299
19_55141929	19	55141929	-0.209645630980233
19_55156210	19	55156210	-0.290782393705639
19_55156279	19	55156279	0.075999936965984
19_55156661	19	55156661	0.141328618932147
19_55157674	19	55157674	-0.290782393705639
19_55159283	19	55159283	-0.0187028482688379
19_55159938	19	55159938	0.179964538159493
